0 0 0.185243666667
1 1 0.127964333333
2 2 0.099076
3 3 0.0936556666667
4 4 0.177887333333
5 5 0.175272
6 6 0.181058666667
7 7 0.179776333333
8 8 0.175052333333
9 9 0.175421666667
10 10 0.175056333333
11 11 0.177836666667
12 12 0.218160666667
13 13 0.215762
14 14 0.207798
15 15 0.213179666667
16 16 0.215655666667
17 17 0.212262333333
18 18 0.400448
19 19 0.443829
20 20 0.543703666667
21 21 0.518552333333
22 22 0.297811
23 23 0.297776
24 24 0.231589666667
25 25 0.208454
26 26 0.185758666667
27 27 0.179797333333
28 28 0.229373666667
29 29 0.239999666667
30 30 0.216002333333
31 31 0.180960666667
32 32 0.156209666667
33 33 0.205840666667
34 34 0.202484333333
35 35 0.18923
36 36 0.143953666667
37 37 0.152929666667
38 38 0.143181666667
39 39 0.145003666667
40 40 0.142492
41 41 0.148390666667
42 42 0.157510666667
43 43 0.157884666667
44 44 0.159001
45 45 0.15767
46 46 0.160155666667
47 47 0.164372666667
