0 0 0.132691333333
1 1 0.089347
2 2 0.0741463333333
3 3 0.070047
4 4 0.137317666667
5 5 0.133664333333
6 6 0.141613
7 7 0.137428
8 8 0.142465
9 9 0.136945666667
10 10 0.136846333333
11 11 0.140024333333
12 12 0.153303
13 13 0.157306333333
14 14 0.141216333333
15 15 0.147891
16 16 0.154529
17 17 0.149769666667
18 18 0.269955
19 19 0.310704333333
20 20 0.362103666667
21 21 0.362902
22 22 0.198700666667
23 23 0.198831666667
24 24 0.161478666667
25 25 0.147844333333
26 26 0.127305
27 27 0.129412333333
28 28 0.164079333333
29 29 0.167071333333
30 30 0.155738666667
31 31 0.124075666667
32 32 0.111746666667
33 33 0.150592
34 34 0.157923333333
35 35 0.140062
36 36 0.102436666667
37 37 0.109662
38 38 0.101674666667
39 39 0.103079333333
40 40 0.101358
41 41 0.105927333333
42 42 0.113055
43 43 0.113967666667
44 44 0.114341333333
45 45 0.113712666667
46 46 0.115063
47 47 0.118430333333
