0 0 0.135453
1 1 0.0947376666667
2 2 0.0739923333333
3 3 0.0700996666667
4 4 0.138828333333
5 5 0.132841666667
6 6 0.136917666667
7 7 0.138045666667
8 8 0.135159
9 9 0.137686
10 10 0.136087333333
11 11 0.137902666667
12 12 0.156617666667
13 13 0.155351666667
14 14 0.144495666667
15 15 0.14771
16 16 0.157211
17 17 0.152096666667
18 18 0.290087333333
19 19 0.301881666667
20 20 0.348054666667
21 21 0.352267666667
22 22 0.200592666667
23 23 0.200006666667
24 24 0.165551333333
25 25 0.147891
26 26 0.138260333333
27 27 0.128489333333
28 28 0.163966333333
29 29 0.179983666667
30 30 0.149681666667
31 31 0.132068333333
32 32 0.110979666667
33 33 0.159638333333
34 34 0.155976333333
35 35 0.145107333333
36 36 0.100983666667
37 37 0.108520666667
38 38 0.100444
39 39 0.101586
40 40 0.100255
41 41 0.105525333333
42 42 0.112395666667
43 43 0.112989666667
44 44 0.11378
45 45 0.113139333333
46 46 0.114312666667
47 47 0.117150666667
